gold_canonical_key,domain_gold_df_fit,max_domain_gold_df_fit,fit_record_count
외국어 표기,1,18,748
외국어로서의 영작문,1,18,748
외국어로서의 조선어교육,1,18,748
외국어로서의 한국어,3,18,748
외국어로서의 한국어 교육,1,18,748
외국어로서의 한국어교육,5,18,748
외국어표기,1,18,748
외국인 교원,1,18,748
외국인 대학원생,2,18,748
외국인 악센트,1,18,748
외국인 어투,1,18,748
외국인 유학생,2,18,748
외국인 학부생,1,18,748
외국인 학습자,1,18,748
외국인학부생,1,18,748
외래어,2,18,748
외부 영역,1,18,748
외솔,1,18,748
외심합성어,1,18,748
외침- 발성,1,18,748
외화면,1,18,748
왼새끼줄,1,18,748
요구 분석,1,18,748
요구 조사,3,18,748
요리,1,18,748
요리 행위,1,18,748
요리의 문화성,1,18,748
요약,1,18,748
요인분석,1,18,748
요청 화행,1,18,748
욕구,1,18,748
욕망,2,18,748
욕망의 삼각형,1,18,748
용기(容器)로서의 입 은유,1,18,748
용례,1,18,748
용비어천가,2,18,748
용어학,1,18,748
용언 ‘같-’,1,18,748
용언 복합어,1,18,748
용이성,5,18,748
용필법 특징,1,18,748
우리말본,1,18,748
우즈베크어,1,18,748
우즈베크인 한국어 학습자,1,18,748
우즈베키스탄,1,18,748
우즈베키스탄 한국어 학습자,1,18,748
우화,1,18,748
운동학적 사,1,18,748
운영 현황,1,18,748
운현궁의 봄,1,18,748
움베르토 에코,1,18,748
움벨트,1,18,748
웃는 남자,1,18,748
원리,1,18,748
원순성,1,18,748
원어 정보,1,18,748
원어민 교원,1,18,748
원어민성,1,18,748
원질신화,1,18,748
원형,2,18,748
원형장면,1,18,748
원형적 구조,1,18,748
월인천강지곡,1,18,748
웹 기반 한국어 교육,1,18,748
웹사이트,1,18,748
웹서비스,1,18,748
위계적인 표현,1,18,748
위대한 어머니,1,18,748
위반,1,18,748
위상공간,1,18,748
위상기호학,1,18,748
위상학적,1,18,748
위성,1,18,748
위스망스,1,18,748
위치 장,1,18,748
위치 행위소,2,18,748
위치결정,1,18,748
위치기반 모바일 게임,1,18,748
위치장,1,18,748
유교,2,18,748
유기음화,1,18,748
유도 논증,1,18,748
유도 화행,1,18,748
유머,1,18,748
유명론,1,18,748
유미의 세포들,1,18,748
유사 병렬 구성,1,18,748
유사 병렬항,1,18,748
유사 어휘,1,18,748
유사(類似),1,18,748
유사성,5,18,748
유사와 반복,1,18,748
유사제의,1,18,748
유음화,1,18,748
유의 관계,1,18,748
유의 관계 어휘,1,18,748
유의어,1,18,748
유정성,1,18,748
유정성 위계,1,18,748
유정성의 부호화,1,18,748
유창성,2,18,748
유추,13,18,748
유추 모델,1,18,748
유추 유형,2,18,748
유추의 틀,1,18,748
유튜브 플랫폼,1,18,748
유표성,2,18,748
유학생,1,18,748
유해류 역학서,1,18,748
유형 강제,1,18,748
유형 빈도,3,18,748
유형론,1,18,748
유형론적 판별 기준,1,18,748
유형학,1,18,748
윤리학,1,18,748
융‧복합,1,18,748
융합,1,18,748
융합 교육과정,1,18,748
융합 구성,1,18,748
은어,1,18,748
은유,8,18,748
은유 이론,1,18,748
음가,1,18,748
음가 변화,1,18,748
음높이,1,18,748
음성군,1,18,748
음성모음,1,18,748
음성언어,1,18,748
음성언어적 요소,1,18,748
음성합성,1,18,748
음소 경계,1,18,748
음식,1,18,748
음식 제공,1,18,748
음식기호학,1,18,748
음식문화,1,18,748
음식문화브랜드,1,18,748
음식의 일상성,1,18,748
음악,1,18,748
음악 기반 언어 학습,1,18,748
음악 인지,1,18,748
음악 패턴,1,18,748
음악가,1,18,748
음운 규칙 습득,1,18,748
음운 대조,1,18,748
음운 변동,1,18,748
음운사,1,18,748
음운인식,1,18,748
음운인지,1,18,748
음장,1,18,748
음절 수,1,18,748
음절 정보,1,18,748
음절말 자음군,1,18,748
음절어,1,18,748
응결 장치,1,18,748
응결성,1,18,748
응고체,1,18,748
응답 오류,1,18,748
응용 언어학,1,18,748
응용기호학,1,18,748
응집성,3,18,748
의도,1,18,748
의도 분석 4원소,1,18,748
의도성,1,18,748
의도적 내용 분석,1,18,748
의료,1,18,748
의료커뮤니케이션,2,18,748
의무양태,1,18,748
의문첨사,1,18,748
의문형 종결 어미,1,18,748
의미,3,18,748
의미 강도,1,18,748
의미 개념화,1,18,748
의미 관계,1,18,748
의미 구조,1,18,748
의미 변화,1,18,748
의미 분화,1,18,748
의미 유사도 분석,1,18,748
의미 전이,1,18,748
의미 전환,1,18,748
의미 차이,1,18,748
의미 체계,1,18,748
의미 파생,1,18,748
의미 확장,2,18,748
의미격,1,18,748
의미구조,1,18,748
의미론적,1,18,748
"의미부(주제부, 전략부, 변증부, 변론부)",1,18,748
의미부류,1,18,748
의미부여,1,18,748
의미상의 유연성,1,18,748
의미생성행로,1,18,748
의미생성행정 모델,1,18,748
의미소,1,18,748
의미역,1,18,748
의미역 기준,1,18,748
의미의 동역학,1,18,748
의미의 은유적 확장,1,18,748
의미작용,5,18,748
의사-환자 대화,1,18,748
의사분열문,1,18,748
의사소통,2,18,748
의사소통 교육,1,18,748
의사소통 교육의 목표,1,18,748
의사소통 전략,2,18,748
의사소통능력,1,18,748
의사소통의 원리,1,18,748
의사소통적 과제,1,18,748
의사소통적 규범,1,18,748
의사소통전략,1,18,748
의사파생,1,18,748
의소,3,18,748
의식,1,18,748
의존 명사,3,18,748
의존어표지,1,18,748
의존형태소,1,18,748
의지,1,18,748
의태어,1,18,748
이공본풀이,1,18,748
이기동,1,18,748
이념,1,18,748
이념적·대인적·텍스트적 표현,1,18,748
이데올로기,6,18,748
이데올로기적 되어가기,1,18,748
이독성,1,18,748
이독성 요인,1,18,748
이동,2,18,748
이동동사,1,18,748
이동사건,1,18,748
이동성,1,18,748
이동하는 산,1,18,748
이두,1,18,748
이란 크리올,1,18,748
이론,1,18,748
이론 구성적 기능,1,18,748
이론어휘부,1,18,748
이론의 확장,1,18,748
이론적 정합성,1,18,748
이면적 차별어,1,18,748
이미 알려진 정보,1,18,748
이미지,5,18,748
이미지 기호학,2,18,748
이미지 생성 ai,1,18,748
이미지의 정보성,1,18,748
이미지텔링,1,18,748
이미지화된 텍스트,1,18,748
이븐 알-헤이탐,1,18,748
이상,1,18,748
이상적 의사소통,1,18,748
이야기,3,18,748
이야기 분석,1,18,748
이야기 원형,1,18,748
이원분산분석,1,18,748
이원적 서사 세계,1,18,748
이유 표현,1,18,748
이종 화자,1,18,748
이주 노동자,1,18,748
이주배경 학습자,1,18,748
이주배경청소년,1,18,748
이중 구조,1,18,748
이중 언어 교육,1,18,748
이중 언어 화자,1,18,748
이중 주어,1,18,748
이중 표상,1,18,748
이중곡용,1,18,748
이중모음,1,18,748
이중언어,1,18,748
이중언어 교육,1,18,748
이중언어 능력,1,18,748
이중언어 아동,1,18,748
이중언어능력,1,18,748
이중언어반,1,18,748
이중언어화자,1,18,748
이중제약,1,18,748
이중주어 구문,1,18,748
이중주어문,1,18,748
이질성,1,18,748
이코노텍스트,1,18,748
이항 대립,1,18,748
이항구조,1,18,748
이항대립,1,18,748
이해 명료도,1,18,748
이해가능성,1,18,748
이해도,1,18,748
이해중심 교육과정,1,18,748
이형태,2,18,748
이형태 규칙,1,18,748
이형태 단일화,1,18,748
익힘책,1,18,748
익힘활동책,1,18,748
인(仁),1,18,748
인간,1,18,748
인간-자연 관계,1,18,748
인공낙원,1,18,748
인공지능,3,18,748
인과성,1,18,748
인권,1,18,748
인덱스,1,18,748
인도네시아 한국어 학습자,1,18,748
인도인 한국어 학습자,1,18,748
인물구도,1,18,748
인쇄,1,18,748
인쇄 매체 광고 텍스트,1,18,748
인스턴트 메신저,1,18,748
인식,3,18,748
인식 양태,2,18,748
인식 차이,1,18,748
인식론적 간접성,1,18,748
인식양태,2,18,748
인식양태 표지,1,18,748
인식조사,1,18,748
인용,1,18,748
인용 표지,1,18,748
인용구문,2,18,748
인용동사,2,18,748
인용명사,1,18,748
인용문,1,18,748
인용표지,3,18,748
인용표현,1,18,748
인재 양성 목표,1,18,748
인접성,1,18,748
인지,1,18,748
인지 부하 재분배,1,18,748
인지 의미론,1,18,748
인지과학,1,18,748
인지기호학,2,18,748
인지문법,1,18,748
인지시학,1,18,748
인지언어학,3,18,748
인지이론,1,18,748
인지적 기능,1,18,748
인지적 실재감,1,18,748
인지적 요인,1,18,748
인지적 집합체,1,18,748
인지적 코멘즈,1,18,748
인지적 해석작용,1,18,748
인지적⋅정념적 차원,1,18,748
인지주의,2,18,748
인지형태론,1,18,748
인칭,1,18,748
인터넷 밈,1,18,748
인터랙티브 영화,1,18,748
인터뷰,1,18,748
인포그래픽,1,18,748
일관성,1,18,748
일관성의 원칙,1,18,748
일반 기호학,1,18,748
일반 인지 능력,1,18,748
일반목적 한국어,1,18,748
일반수사학,1,18,748
일본어,1,18,748
일본어 간섭,1,18,748
일본어 기반 크리올,1,18,748
일본어 투 용어,1,18,748
일본의 조선어 교육,1,18,748
일본인 학습자,1,18,748
일본인 한국어 학습자,1,18,748
일상,1,18,748
일상생활에서 사용 가능한 f-워드,1,18,748
일상성,1,18,748
일상어,1,18,748
읽기,1,18,748
읽기 수행능력,1,18,748
읽기 영역 평가,1,18,748
읽기 자료,1,18,748
읽기 전략,1,18,748
읽기 활동,1,18,748
임시 α,1,18,748
임시어,4,18,748
잉여적,1,18,748
자·타 양용,1,18,748
자가 커뮤니케이션,1,18,748
자가평가,1,18,748
자가학습,1,18,748
자격시련,1,18,748
자기계발 담론,1,18,748
자기반의어,1,18,748
자기성,1,18,748
자기성찰,1,18,748
자기조응성,1,18,748
자기조절학습,1,18,748
자기주도성,1,18,748
자기효능감,1,18,748
자동 음성 인식,1,18,748
자동생성,1,18,748
자동채점,1,18,748
자동화 도구,1,18,748
자리,1,18,748
자립형식,1,18,748
자막,1,18,748
자막번역,1,18,748
자문화기술지,1,18,748
자본주의,2,18,748
자비에 돌란,1,18,748
자서전적 글쓰기,1,18,748
자아 이동,1,18,748
자아 참조점,1,18,748
자아-정체성,1,18,748
자아존중감,1,18,748
자아탄력성,1,18,748
자연도태,1,18,748
자연어처리 데이터 셋,1,18,748
자연주의,1,18,748
자유 결합,1,18,748
자유 변이,2,18,748
자유전공학부생,1,18,748
자유학예대학,1,18,748
자율성,1,18,748
자음 체계,1,18,748
자음군,1,18,748
자음군 발음,1,18,748
자의성,1,18,748
자전적 글쓰기,1,18,748
자질기반 감성분석,1,18,748
자치법규,1,18,748
자크 데리다,1,18,748
자크 랑시에르,1,18,748
자크 퐁타뉴,2,18,748
작곡 인공지능,1,18,748
작문 자동평가,1,18,748
작용역,1,18,748
잠재프로파일 분석,1,18,748
장,2,18,748
장 마리 플로슈,1,18,748
장 보드리야르,3,18,748
장 분할,2,18,748
장 제목,2,18,748
장 표지,2,18,748
장(場),1,18,748
장관론,1,18,748
장르,2,18,748
장르 분석,1,18,748
장르 중심,1,18,748
장르적 입구,1,18,748
장르적 혼종성,1,18,748
장법적 특징,1,18,748
장소,1,18,748
장소 의미 형성,1,18,748
장소기반 미디어,1,18,748
장애물,2,18,748
장음,1,18,748
장음표기,1,18,748
재교육,1,18,748
재구,1,18,748
재구조화,3,18,748
재구효과,1,18,748
재매개,1,18,748
재미,3,18,748
재미생산,1,18,748
재분석,5,18,748
재외동포,1,18,748
재일조선인,1,18,748
재전유,1,18,748
재중동포,1,18,748
재치의 격률,1,18,748
재현,4,18,748
재현 도식,1,18,748
재현의 기호학,1,18,748
재현의 위기,1,18,748
쟁크스,1,18,748
저작인격권,1,18,748
저지,1,18,748
저지전략,1,18,748
저항,2,18,748
적용가능한,1,18,748
적응적 탄력성,1,18,748
적합성 이론,1,18,748
전경화,1,18,748
전공 수업,1,18,748
전달 구문,1,18,748
전략,1,18,748
전략부,1,18,748
전문 용어,4,18,748
전문성,1,18,748
전문어,1,18,748
전문용어,3,18,748
전문화,1,18,748
전설,6,18,748
전설 고모음화,1,18,748
전속 표지,1,18,748
전시 기호학,1,18,748
전시기획,1,18,748
전염,1,18,748
전이 형태론,1,18,748
전쟁,2,18,748
전제내용,1,18,748
전지 예술,1,18,748
전체,1,18,748
전통 음식 조리서 검색,1,18,748
전형성,1,18,748
전환,1,18,748
절 연결 영역,1,18,748
절 연결 의미,1,18,748
절단,2,18,748
절단된 신체,1,18,748
절단어,1,18,748
절대적 속도,1,18,748
절충,1,18,748
젊은 그들,1,18,748
접근가능성,1,18,748
접두사,3,18,748
접미사,2,18,748
접미사 ‘-웅’,1,18,748
접미사 ‘-이’,1,18,748
접미한자어,1,18,748
접사,1,18,748
접사성,2,18,748
접속격,1,18,748
접속부사,1,18,748
접속부사 중첩 구성,1,18,748
정간보와 불교,1,18,748
정간보와 불전,1,18,748
정규형,1,18,748
정념,3,18,748
정념 기호학,1,18,748
정념 도식,1,18,748
정도성,1,18,748
정동,1,18,748
정동사,1,18,748
정량 분석,1,18,748
정량적 분석,1,18,748
정물,1,18,748
정보,1,18,748
정보 세미오시스,1,18,748
정보구조,2,18,748
정보성,1,18,748
정보처리,1,18,748
정서 생태계,1,18,748
정서영향평가,1,18,748
정서적 도시 권리,1,18,748
정서적 해석체,1,18,748
정신,1,18,748
정신역학론,1,18,748
정신주의,1,18,748
정원,1,18,748
정위 연산,1,18,748
정음,1,18,748
정음기반 교차검색 엔진,1,18,748
정읍사,1,18,748
정의,1,18,748
정의적 요소,1,18,748
정의적 요인,1,18,748
정정,1,18,748
정중동,1,18,748
정책 용어,1,18,748
정체 확인,1,18,748
정체성,5,18,748
정체성 수행,1,18,748
정체성 코드,1,18,748
정체성 협상,1,18,748
정치,1,18,748
정치 담화 분석,1,18,748
정치적 무의식,1,18,748
정한론,1,18,748
정향변화,1,18,748
정향사,1,18,748
정확성,2,18,748
제1포만트,1,18,748
제2언어 과거시제 습득,1,18,748
제2언어 학습자 정체성,1,18,748
제2언어로서 한국어 교육,1,18,748
제2언어로서의 한국어교육,1,18,748
제2언어습득,1,18,748
제2언어쓰기,1,18,748
제2포만트,1,18,748
제3국 출생 북한이탈주민 자녀,1,18,748
제도적 맥락,1,18,748
제목,2,18,748
제보 기능,1,18,748
제스처,1,18,748
제시 순서,1,18,748
제의성,1,18,748
제주도 무속 신화,1,18,748
제주방언,2,18,748
제주어,1,18,748
제주어 보전,1,18,748
제주어 실태,1,18,748
제주어 인식,1,18,748
제주특별자치도,2,18,748
제주특별자치도 조례,1,18,748
제한적 구성,1,18,748
젠더 용어,1,18,748
젠더적 관점,1,18,748
젭,1,18,748
조건,2,18,748
조건 구성,1,18,748
조건부로 타당한 논증,1,18,748
조르주 바타유,1,18,748
조사,3,18,748
조사 ‘에’,1,18,748
조사 ‘에게’,1,18,748
조사 체계,1,18,748
조사·어미 결합형 식물 명칭,1,18,748
조사분류 체계,1,18,748
조사화,1,18,748
조선무쌍신식요리제법,1,18,748
조선어,1,18,748
조선어 교재,1,18,748
조선족,1,18,748
조셉 캠벨,1,18,748
조어 기제,1,18,748
조음,1,18,748
조음 지각 체계,1,18,748
조응,1,18,748
조직효과성,1,18,748
조커,1,18,748
존 로크,1,18,748
존재론,1,18,748
존재성,1,18,748
존재적 서술화,1,18,748
졸라,1,18,748
종결 형식,1,18,748
종결어미,4,18,748
종교,1,18,748
종교성,1,18,748
종성,1,18,748
종성 철자,1,18,748
종속절,1,18,748
종속화,1,18,748
종이 인쇄물,1,18,748
종조사,1,18,748
종합 합성어,2,18,748
좋다,1,18,748
좋은 교사,1,18,748
좌분리,1,18,748
좌절,1,18,748
주격,1,18,748
주관성,3,18,748
주관적,1,18,748
주관화,2,18,748
주기성,1,18,748
주변 텍스트,1,18,748
주석,1,18,748
주시경,1,18,748
주알,1,18,748
주어,2,18,748
주어 지향적 양태,1,18,748
주어적 속격,2,18,748
주어제약,1,18,748
주저어,1,18,748
주제,2,18,748
주제 범주,1,18,748
주제 이탈 작문,1,18,748
주제 중심 교과 통합 교수,1,18,748
주제 중심 교수법,1,18,748
주제 항목,1,18,748
주제부,1,18,748
주제어,2,18,748
주제전개도식,1,18,748
주제화,1,18,748
주체변화동사,1,18,748
주체비변화동사,1,18,748
주체와 객체,1,18,748
주체화,1,18,748
주화행,1,18,748
준(準),1,18,748
준계사,1,18,748
준단어,1,18,748
준유의어,1,18,748
줄임소,1,18,748
중․고급 한국어 학습자,1,18,748
중간언어,1,18,748
중간언어 음운론,1,18,748
중고 한어,1,18,748
중국 대학,2,18,748
중국 대학 한국어 교육,1,18,748
중국 소수민족,1,18,748
중국 연구자,1,18,748
중국 조선족,2,18,748
중국 지역,1,18,748
중국 학술지,1,18,748
중국식 현대화,1,18,748
중국어,4,18,748
중국어 발음,1,18,748
중국어 발음 교육,1,18,748
중국어 번역,1,18,748
중국어 자연어처리,1,18,748
중국어 초급 학습자,1,18,748
중국어성조,1,18,748
중국어표기,1,18,748
중국인 학습자,5,18,748
중국인 한국어 학습자,2,18,748
중국전산언어학대회,1,18,748
중등학교 한국어 교과서,1,18,748
중립모음,1,18,748
중복,1,18,748
중세 민족어,1,18,748
중심,1,18,748
중심내용,1,18,748
중심어,1,18,748
중요도-실행도 분석,1,18,748
쥐의 혼인,1,18,748
즐거움,1,18,748
증감도 분석,1,18,748
증거성,3,18,748
증대도식,1,18,748
지각,4,18,748
지각 주체,1,18,748
지각과 기호,1,18,748
지각적 범주,1,18,748
지각적 학습스타일,1,18,748
지리 정보 시스템,1,18,748
지명,1,18,748
지미 리아오,1,18,748
지방공기업,1,18,748
지소사,1,18,748
지소형 접미사 ‘-이’,1,18,748
지시,1,18,748
지시 이론,1,18,748
지시 화행,1,18,748
지시관계,1,18,748
지시성,1,18,748
지시소,1,18,748
지시어,1,18,748
지시작용,1,18,748
지시적 튜터링,1,18,748
지시화행의 종류,1,18,748
지식,1,18,748
지식의 출처,1,18,748
지역,1,18,748
지역 방언,2,18,748
지역답사,1,18,748
지역문화브랜딩,1,18,748
지역브랜드,1,18,748
지역성,3,18,748
지역어 어휘교육,1,18,748
지역어 재현,1,18,748
지역언어학,1,18,748
지원,1,18,748
지침,1,18,748
지테,1,18,748
지표,1,18,748
지표(성),1,18,748
지표성,3,18,748
지표성(지표적 자질),1,18,748
지표화,1,18,748
지향,2,18,748
직관적 타당성,1,18,748
직무스트레스,1,18,748
직소 듣기 및 읽기 과업,1,18,748
직시,1,18,748
직시소,1,18,748
직역,1,18,748
직접 증거성,1,18,748
직접인용,1,18,748
직접인용문,1,18,748
직접지식,1,18,748
직접화법,1,18,748
진단 의학,1,18,748
진동,1,18,748
진주 지역어,1,18,748
진행상,1,18,748
진행중인담화,1,18,748
진화,2,18,748
질병,2,18,748
질서,1,18,748
질적 내용분석,1,18,748
질적 사례 연구,1,18,748
질적 연구,1,18,748
질적방법론,1,18,748
질화사,1,18,748
집단 기억,1,18,748
쫓겨나는 딸들,1,18,748
차경,1,18,748
차별문항기능,1,18,748
차별적 표현,1,18,748
차별화,1,18,748
차원성,1,18,748
차이,3,18,748
찰스 s. 퍼스,1,18,748
참여문화,1,18,748
창의성,1,18,748
창의적 교육,1,18,748
창의적 발상,1,18,748
창조,1,18,748
창조성,1,18,748
채점 신뢰도,1,18,748
채점 자질,1,18,748
채점 특성,1,18,748
채점자 간 협의,1,18,748
채점자 일관성,1,18,748
채점자 훈련,1,18,748
책,1,18,748
책무 기능,1,18,748
챗gpt,2,18,748
챗지피티,1,18,748
척도적 대립,1,18,748
천군전,1,18,748
천연두,1,18,748
천지인 방식,1,18,748
철자 발음,1,18,748
철자인지,1,18,748
첨단 과학기술,1,18,748
첨사,1,18,748
청각 기호,1,18,748
청소년 대상 한국어 교재,1,18,748
청어노걸대,1,18,748
청원(請願),1,18,748
청자 배제형,1,18,748
청자 포괄형,1,18,748
청자. 화자. 화용적 차원,1,18,748
청자경어법,1,18,748
청점,1,18,748
청혼화행,1,18,748
체계이론,1,18,748
체면,1,18,748
체면 위협 행위,4,18,748
체면위협행위,1,18,748
체언 복합어,1,18,748
체제,1,18,748
체험주의,1,18,748
체현,1,18,748
체화된 마음,1,18,748
체화된 인지,1,18,748
초구조,1,18,748
초급 학습자,1,18,748
초급 한국어 교육,1,18,748
초기 위클리프성서,1,18,748
초등 학습자,1,18,748
초등영어교실,1,18,748
초월,2,18,748
초점,2,18,748
초점영역,1,18,748
초점집단면접,1,18,748
초학제성,1,18,748
초현실주의,1,18,748
촉각,1,18,748
총체서술,1,18,748
총체적 언어 사실,1,18,748
총체적 평가,1,18,748
총칙,1,18,748
총칭적 객관화 원리,1,18,748
최부의 <표해록>,1,18,748
최소주의,3,18,748
최인훈,1,18,748
최적성 이론,1,18,748
최치원,1,18,748
최현배,1,18,748
최후의 인간,1,18,748
추론,3,18,748
추론 통계,1,18,748
추론적 요약,1,18,748
추리,2,18,748
추리소설,1,18,748
추천 요청문 분석,1,18,748
추천 챗봇,1,18,748
추출적 요약,1,18,748
추측,1,18,748
축소화,1,18,748
축약,1,18,748
축약형 단어,1,18,748
축자적 의미,1,18,748
축제,1,18,748
출국 전 사전 훈련,1,18,748
출현 빈도,2,18,748
출현적 속성,1,18,748
춤기호,1,18,748
충북지역,1,18,748
충분성의원칙,1,18,748
취업 한국어,1,18,748
층위,1,18,748
치료의 서사,1,18,748
치환,1,18,748
친소관계,1,18,748
친족 명칭,1,18,748
칭찬의 격률,1,18,748
카를 뷜러,1,18,748
카자흐 국립사범대학교,1,18,748
카자흐스탄,1,18,748
카자흐스탄 한국어 학습자,1,18,748
카카오 톡,1,18,748
칼 맑스. 동학농민운동. 사발통문. 선언문. 개혁문. 모달리떼. 상징성. 기호학,1,18,748
캄포광장,1,18,748
커리큘럼,1,18,748
커뮤니케이션,3,18,748
커뮤니케이션디자인,1,18,748
케이 푸드,1,18,748
케이팝,1,18,748
케이팝 데몬 헌터스,1,18,748
코나투스,1,18,748
코드,2,18,748
코드 스위칭,1,18,748
코드 이론,1,18,748
코드 혼용,1,18,748
코드스위칭,1,18,748
코로나,1,18,748
코로나19,3,18,748
코리아니제이션,1,18,748
코스페이시스,1,18,748
코퍼스,4,18,748
코퍼스 분석,1,18,748
코퍼스 언어학,2,18,748
코퍼스 주도 접근방식,1,18,748
코퍼스언어학,2,18,748
콘텍스트,1,18,748
쿨리타,1,18,748
퀘벡,1,18,748
큐레이팅,1,18,748
크로스미디어 스토리텔링,1,18,748
크롬웰,1,18,748
크리스티앙 메츠,1,18,748
클래식 음악,1,18,748
클러스터,1,18,748
클로즈 테스트,1,18,748
키르기스스탄 독립세대,1,18,748
킹제임스성서,1,18,748
타당도 검사,1,18,748
타당성,2,18,748
타라 웨스트오버,1,18,748
타이야어,1,18,748
타이야족,1,18,748
타이포그래피,2,18,748
타인의 목소리,1,18,748
타임스퀘어,1,18,748
타자의 욕망,1,18,748
탁시스,1,18,748
탄뎀 수업,1,18,748
탄생담,1,18,748
탈근대성,1,18,748
탈식민주의,1,18,748
탈종속화,1,18,748
탈주,1,18,748
탐구공동체,1,18,748
탐구로서의 이야기,1,18,748
탐색적 요인분석,1,18,748
탐정소설,1,18,748
태국 중등학교,1,18,748
태국어,1,18,748
태국어 모어 화자,1,18,748
태국어 정음치환전사,1,18,748
태국어성조,1,18,748
태국인 한국어 학습자,1,18,748
태도,1,18,748
터부,1,18,748
테크노 무속,1,18,748
텍스트,8,18,748
텍스트 구,1,18,748
텍스트 구조,3,18,748
텍스트 구조 지도,1,18,748
텍스트 기능,1,18,748
텍스트 내적 완결성,1,18,748
텍스트 마이닝,1,18,748
텍스트 메시지,1,18,748
텍스트 문법,1,18,748
텍스트 복잡성,1,18,748
텍스트 분석,4,18,748
텍스트 생산,1,18,748
텍스트 유형,5,18,748
텍스트 유형 분류,1,18,748
텍스트 의미론,1,18,748
텍스트 전형,1,18,748
텍스트 제목,1,18,748
텍스트 종류,1,18,748
텍스트 주제,1,18,748
텍스트 처리,1,18,748
텍스트구조,2,18,748
텍스트기능,1,18,748
텍스트기호학,1,18,748
텍스트분석,3,18,748
텍스트성,4,18,748
텍스트세계,1,18,748
텍스트언어학,5,18,748
텍스트와 이미지의 관계,1,18,748
텍스트와 이미지의 통합,1,18,748
텍스트의 극성,1,18,748
텍스트의 실제 세계,1,18,748
텍스트의 지시 세계,1,18,748
텍스트의 혼질성,1,18,748
텍스트장르,1,18,748
텍스트적 공간,1,18,748
텍스트종류,2,18,748
텍스트종류 분류,1,18,748
텔레비전 뉴스 사용역,1,18,748
토론,1,18,748
토론 태도,1,18,748
토리노의 수의,1,18,748
토크쇼,1,18,748
토픽 대비반,1,18,748
토픽모델링,2,18,748
통계분석,2,18,748
통계적 검정,1,18,748
통문장표현,1,18,748
통사구조 형성,1,18,748
통사부 결과물,1,18,748
통사적 구성,4,18,748
통사적 구성의 단어화,1,18,748
통사적 기능,1,18,748
통사적 복합도,1,18,748
통사적 숙달도,1,18,748
통사적 중의성,1,18,748
통시 형태론,1,18,748
통시론,1,18,748
통시적 과정,1,18,748
통시적 변천,1,18,748
통시적 변화,2,18,748
통시적 해석체,1,18,748
통역 불안,1,18,748
통역교육,1,18,748
통제,1,18,748
통합 관계,1,18,748
통합관계,2,18,748
통합성 지수,1,18,748
통합양상,1,18,748
통합적 분석,1,18,748
통합적 스토리텔링,1,18,748
통합지향적 언어태도,1,18,748
통합형어미,1,18,748
투사원리,1,18,748
퉁구스 어군,1,18,748
퉁구스어,1,18,748
튀르크 어군,1,18,748
튀르크어,1,18,748
트랜스미디어 스토리텔링,2,18,748
트랜스휴머니티,1,18,748
트레일러,1,18,748
특수격,1,18,748
특수목적 한국어,1,18,748
특이성,1,18,748
틀,2,18,748
틀 서사,1,18,748
틀-어휘소,1,18,748
틀의 강도,1,18,748
틀의 상세도,1,18,748
틈,1,18,748
티벳어,1,18,748
티에프-아이디에프,1,18,748
틴데일성서,1,18,748
파견 교원,1,18,748
파동,1,18,748
파롤,1,18,748
파리학파 기호학,1,18,748
파생,1,18,748
파생 지수,1,18,748
파생성,1,18,748
파생실재,2,18,748
파생어,2,18,748
파생접사,2,18,748
파업,1,18,748
파편,1,18,748
파편소,1,18,748
판단과 책임,1,18,748
판본 연구,1,18,748
판타지,1,18,748
패러다임,1,18,748
패러디,2,18,748
팬 담화,1,18,748
팬덤,1,18,748
퍼스,4,18,748
퍼스 기호유형,1,18,748
퍼스 기호학,11,18,748
퍼스기호학,1,18,748
퍼스의 기호학,1,18,748
퍼지셋 질적비교분석,1,18,748
편향성,1,18,748
평가 목록,1,18,748
평가어 체계,1,18,748
평균,1,18,748
평면성,1,18,748
평생 교육,1,18,748
평안 방언,1,18,748
평양 지역어,1,18,748
평이한 언어,1,18,748
평준화,1,18,748
폐결핵,1,18,748
포스트 에디팅,1,18,748
포스트-,1,18,748
포스트모더니즘,2,18,748
포스트인문학,1,18,748
포스트휴먼,2,18,748
포이에틱,1,18,748
포착,2,18,748
포함관계,3,18,748
포화,1,18,748
폭력,2,18,748
폼페이 포럼,1,18,748
표기,1,18,748
표도로프,1,18,748
표면적 차별어,1,18,748
표준영어,1,18,748
표준정책서,1,18,748
표층어휘부,1,18,748
표현,1,18,748
표현 문형,2,18,748
표현 양상,1,18,748
표현 어휘,1,18,748
표현모드,1,18,748
표현으로서의 신체,1,18,748
품사,1,18,748
프랑스 k-pop 팬덤,1,18,748
프랑스어 유의어,1,18,748
프레임,2,18,748
프레임 안의 프레임,1,18,748
프로젝트기반 수업,1,18,748
프로필,1,18,748
프롬프트 언어,1,18,748
프릭크,1,18,748
플라톤,1,18,748
플로렌스 시뇨리아 광장,1,18,748
플롯,1,18,748
플루서,1,18,748
플립드 러닝,1,18,748
플립러닝,1,18,748
플립러닝 수업 모형,1,18,748
피규랄,1,18,748
피동,1,18,748
피드백,2,18,748
피부 은유,1,18,748
피인용문,2,18,748
피쳐 이동전화기,1,18,748
피치 시각화 피드백,1,18,748
